Unnamed: 0,Email Text,Email Type,Cleaned Text
61,"your in - home source of health information regain your confidence viagra online life grants nothing to us mortals without hard work . there is nothing to suggest that mothering cannot be shared by several people . an honest tale speeds best , being plainly told . i told you i was sick .",Phishing Email,home source health information regain confidence viagra online life grants nothing us mortals without hard work nothing suggest mothering cannot shared several people honest tale speeds best plainly told told sick
62,">>>>> ""TP"" == Tim Peters  writes:  >> The false positive rate is 0-3%.  (Finally!  I had to scrub a
  >> bunch of previously unnoticed spam from my inbox.)  Both
  >> collections have about 1100 messages.  TP> Does this mean you trained on about 1100 of each?The total collections are 1100 messages.  I trained with 1100/5
messages.   TP> Can't guess.  You're in a good position to start adding more
  TP> headers into the analysis, though.  For example, an easy start
  TP> would be to uncomment the header-counting lines in tokenize()
  TP> (look for ""Anthony"").  Likely the most valuable thing it's
  TP> missing then is some special parsing and tagging of Received
  TP> headers.I tried the ""Anthony"" stuff, but it didn't make any appreciable
difference that I could see from staring at the false negative rate.
The numbers are big enough that a quick eyeball suffices.Then I tried a dirt simple tokenizer for the headers that tokenize the
words in the header and emitted like this ""%s: %s"" % (hdr, word).
That worked too well :-).  The received and date headers helped the
classifier discover that most of my spam is old and most of my ham is
new.So I tried a slightly more complex one that skipped received, data,
and x-from_, which all contained timestamps.  I also skipped the X-VM-
headers that my mail reader added:class MyTokenizer(Tokenizer):    skip = {'received': 1,
            'date': 1,
            'x-from_': 1,
            }    def tokenize_headers(self, msg):
        for k, v in msg.items():
            k = k.lower()
            if k in self.skip or k.startswith('x-vm'):
                continue
            for w in subject_word_re.findall(v):
                for t in tokenize_word(w):
                    yield ""%s:%s"" % (k, t)This did moderately better.  The false negative rate is 7-21% over the
tests performed so far.  This is versus 11-28% for the previous test
run that used the timtest header tokenizer.It's interesting to see that the best descriminators are all ham
discriminators.  There's not a single spam-indicator in the list.
Most of the discriminators are header fields.  One thing to note is
that the presence of Mailman-generated headers is a strong non-spam
indicator.  That matches my intuition: I got an awful lot of
Mailman-generated mail, and those lists are pretty good at surpressing
spam.  The other thing is that I get a lot of ham from people who use
XEmacs.  That's probably Barry, Guido, Fred, and me :-).One final note.  It looks like many of the false positives are from
people I've never met with questions about Shakespeare.  They often
start with stuff like:> Dear Sir/Madam,
> 
> May I please take some of your precious time to ask you to help me to find a
> solution to a problem that is worrying me greatly. I am old science studentI guess that reads a lot like spam :-(.Jeremy
238 hams & 221 spams
    false positive: 2.10084033613
    false negative: 9.50226244344
    new false positives: []
    new false negatives: []    best discriminators:
        'x-mailscanner:clean' 671 0.0483425
        'x-spam-status:IN_REP_TO' 679 0.01
        'delivered-to:skip:s 10' 691 0.0829876
        'x-mailer:Lucid' 699 0.01
        'x-mailer:XEmacs' 699 0.01
        'x-mailer:patch' 699 0.01
        'x-mailer:under' 709 0.01
        'x-mailscanner:Found' 716 0.0479124
        'cc:zope.com' 718 0.01
        ""i'll"" 750 0.01
        'references:skip:1 20' 767 0.01
        'rossum' 795 0.01
        'x-spam-status:skip:S 10' 825 0.01
        'van' 850 0.01
        'http0:zope' 869 0.01
        'email addr:zope' 883 0.01
        'from:python.org' 895 0.01
        'to:jeremy' 902 0.185401
        'zope' 984 0.01
        'list-archive:skip:m 10' 1058 0.01
        'list-subscribe:skip:m 10' 1058 0.01
        'list-unsubscribe:skip:m 10' 1058 0.01
        'from:zope.com' 1098 0.01
        'return-path:zope.com' 1115 0.01
        'wrote:' 1129 0.01
        'jeremy' 1150 0.01
        'email addr:python' 1257 0.01
        'x-mailman-version:2.0.13' 1311 0.01
        'x-mailman-version:101270' 1395 0.01
        'python' 1401 0.01",Safe Email,tp tim peters writes false positive rate finally scrub bunch previously unnoticed spam inbox collections messages tp mean trained eachthe total collections messages trained messages tp cant guess youre good position start adding tp headers analysis though example easy start tp would uncomment headercounting lines tokenize tp look anthony likely valuable thing tp missing special parsing tagging received tp headersi tried anthony stuff didnt make appreciable difference could see staring false negative rate numbers big enough quick eyeball sufficesthen tried dirt simple tokenizer headers tokenize words header emitted like hdr word worked well received date headers helped classifier discover spam old ham newso tried slightly complex one skipped received data xfrom contained timestamps also skipped xvm headers mail reader addedclass mytokenizertokenizer skip received date xfrom def tokenizeheadersself msg msgitems klower selfskip kstartswithxvm continue subjectwordrefindallv tokenizewordw yield ss tthis moderately better false negative rate tests performed far versus previous test run used timtest header tokenizerits interesting see best descriminators ham discriminators theres single spamindicator list discriminators header fields one thing note presence mailmangenerated headers strong nonspam indicator matches intuition got awful lot mailmangenerated mail lists pretty good surpressing spam thing get lot ham people use xemacs thats probably barry guido fred one final note looks like many false positives people ive never met questions shakespeare often start stuff like dear sirmadam may please take precious time ask help find solution problem worrying greatly old science studenti guess reads lot like spam jeremy hams spams false positive false negative new false positives new false negatives best discriminators xmailscannerclean xspamstatusinrepto deliveredtoskips xmailerlucid xmailerxemacs xmailerpatch xmailerunder xmailscannerfound cczopecom ill referencesskip rossum xspamstatusskips van httpzope email addrzope frompythonorg tojeremy zope listarchiveskipm listsubscribeskipm listunsubscribeskipm fromzopecom returnpathzopecom wrote jeremy email addrpython xmailmanversion xmailmanversion python
63,"URL: http://boingboing.net/#85481344
Date: Not suppliedAaron Swartz has written up a warchalking FAQ that addresses the shibboleths 
and paranoia about discovering, marking and using wireless connectivity.     Is that illegal?     Although I am not a lawyer, I don't think it's illegal to make chalk marks 
    on the sidewalk. I know a lot of hopscotch players who'd be worried if it 
    was...     Well, is it immoral?     Not at all! Warchalking is a helpful service to assist people in finding 
    something they need (an Internet connection).  Link[1] Discuss[2][1] http://www.warchalking.org/story/2002/9/22/223831/236
[2] http://www.quicktopic.com/boing/H/vsVYCTZE7hs
",Safe Email,url httpboingboingnet date suppliedaaron swartz written warchalking faq addresses shibboleths paranoia discovering marking using wireless connectivity illegal although lawyer dont think illegal make chalk marks sidewalk know lot hopscotch players whod worried well immoral warchalking helpful service assist people finding something need internet connection link discuss httpwwwwarchalkingorgstory httpwwwquicktopiccomboinghvsvyctzehs
64,"closing linguistics at soas call for help ! ! ! soas department of phonetics and linguistics to be closed in october 1992 dear colleagues , on tuesday may 19 , dr david bennett , head of our department , was told that we would cease functioning as of october of this year . we are a department of the school of oriental and african studies of the university of london . the members of our department are : dr david bennett prof thea bynon dr wynn chao dr monik charette dr katrina hayward dr richard hayward * dr george hewitt * * dr bruce ingham prof jonathan kaye prof ruth kempson * cross appointed with the africa department * * cross appointed with the near and middle east department our department offers degrees at the ba , ma , mphil and phd level . approximately 60 students , mostly at the postgraduate level are enrolled . many other students , particularly from university college , london ( ucl ) take courses with us . we run an ma - linguistics and an ma - phonetics programme jointly with ucl . we also have an ma in english - arabic applied linguistics and translation together with birbeck college . all these programmes will of course be affected by this decision . the department of phonetics and linguistics is the oldest linguistic department in the u . k . it was the home of the "" london school "" which received worldwide attention under the intellectual leadership of prof jr firth . his chair , which i occupy today , was the first chair of linguistics in the u . k . over the years our graduates have distinguished themselves in many areas of linguistics . later postings will provide a partial list of the more well known soas graduates . it is acknowledged , even by the administration of soas , that we remain a centre of academic excellence in our field . the decision to close the soas linguistics department was made with no consultation , no advanced warning . it was a result of discussions by the governing body of the school , the finance and general purposes committee and the management committee . there is no linguistic representation on any of these bodies . the reasons given for closing the department are : ( 1 ) severe budget cuts ( 2 ) our low number of undergraduate students ( 3 ) the "" general perception "" that our department is not well integrated into the school . it was stated that , among the options considered closing our department would cause the "" least harm "" to the school . no one was present to represent the linguistics side of the story . this decision will be presented to the academic board of the school on wednesday may 27 . the academic board has an advisory role only but we are hoping to mobilise school opinion against this decision . unlike similar cases in other countries , most of the members of our department will not be redeployed elsewhere in the school . recent legislation has virtually destroyed the notion of tenure in the u . k . many of us are facing "" premature retirement "" , "" redundancy "" or some form of "" severance "" agreement . the administration of the school seems to feel that we will easily find jobs and that terminating our employment at the school will cause us no undue hardships . given the administration 's figures for the cost of severing their relation with us , the offers that we are likely to receive from the school will not be very attractive . as of now , no statement has been forthcoming about our future at the school but the director has stated that he will be meeting with us individually next week . we will keep you posted on this aspect . if you would like to do something to try and help us stop the closing of our department , please send ( in order of preference ) a fax or a letter to me at the address and fax number given below . if possible use your institution 's letterhead . please feel free to make comments about our department as a whole or about individual members with whose work or reputation you are familiar . pass this message along to your colleagues and encourage them to write as well . if you feel so inclined , departmental resolutions reflecting your opinion of this event would be quite helpful . i hope to be able to arrive at next wednesday 's meeting with an armful of your letters ( copies of all letters will be sent to our director ) and your support will do a lot to improve our spirits . this will be a long and difficult struggle both for our department and for our jobs and careers . thank you in advance for listening and for your support . jonathan kaye professor of general linguistics department of phonetics & linguistics school of oriental and african studies thornhaugh street , russell square london , wc1h 0xg u . k . e-mail : jk @ ukacrl . earn jk @ uk . ac . rl . ib ( janet ) fax number : ( 44 ) + 71-436 - 3844",Safe Email,closing linguistics soas call help soas department phonetics linguistics closed october dear colleagues tuesday may dr david bennett head department told would cease functioning october year department school oriental african studies university london members department dr david bennett prof thea bynon dr wynn chao dr monik charette dr katrina hayward dr richard hayward dr george hewitt dr bruce ingham prof jonathan kaye prof ruth kempson cross appointed africa department cross appointed near middle east department department offers degrees ba mphil phd level approximately students mostly postgraduate level enrolled many students particularly university college london ucl take courses us run linguistics phonetics programme jointly ucl also english arabic applied linguistics translation together birbeck college programmes course affected decision department phonetics linguistics oldest linguistic department home london school received worldwide attention intellectual leadership prof jr firth chair occupy today first chair linguistics years graduates distinguished many areas linguistics later postings provide partial list well known soas graduates acknowledged even administration soas remain centre academic excellence field decision close soas linguistics department made consultation advanced warning result discussions governing body school finance general purposes committee management committee linguistic representation bodies reasons given closing department severe budget cuts low number undergraduate students general perception department well integrated school stated among options considered closing department would cause least harm school one present represent linguistics side story decision presented academic board school wednesday may academic board advisory role hoping mobilise school opinion decision unlike similar cases countries members department redeployed elsewhere school recent legislation virtually destroyed notion tenure many us facing premature retirement redundancy form severance agreement administration school seems feel easily find jobs terminating employment school cause us undue hardships given administration figures cost severing relation us offers likely receive school attractive statement forthcoming future school director stated meeting us individually next week keep posted aspect would like something try help us stop closing department please send order preference fax letter address fax number given possible use institution letterhead please feel free make comments department whole individual members whose work reputation familiar pass message along colleagues encourage write well feel inclined departmental resolutions reflecting opinion event would quite helpful hope able arrive next wednesday meeting armful letters copies letters sent director support lot improve spirits long difficult struggle department jobs careers thank advance listening support jonathan kaye professor general linguistics department phonetics linguistics school oriental african studies thornhaugh street russell square london wch xg email jk ukacrl earn jk uk ac rl ib janet fax number
65,"tmda.net/history.html:The first release of TMDA in April 2001 was essentially a rewrite of TMS in Python, April 2001 is earlier than July 26, 2001... prior art..from http://tmda.net/releases/old/ Parent Directory 19-Aug-2002 16:14 - README.MD5SUM 19-Aug-2002 16:14 4k tmda-0.01.tgz 22-Apr-2001 15:59 11k tmda-0.02.tgz 26-Apr-2001 12:06 12k tmda-0.02.txt 26-Apr-2001 12:50 1k tmda-0.10.tgz 27-Apr-2001 21:14 39k tmda-0.10.txt 30-Apr-2001 11:36 3k tmda-0.11.tgz 02-May-2001 17:17 38k tmda-0.11.txt 02-May-2001 17:06 3k tmda-0.12.tgz 10-May-2001 19:50 39k tmda-0.12.txt 10-May-2001 19:48 1k tmda-0.13.tgz 17-May-2001 15:53 39k tmda-0.13.txt 17-May-2001 15:57 2k tmda-0.14.tgz 24-May-2001 16:43 46k tmda-0.14.txt 24-May-2001 16:40 4k tmda-0.15.tgz 28-May-2001 15:20 47k tmda-0.15.txt 28-May-2001 15:20 1k tmda-0.20.tgz 06-Jun-2001 17:52 49k tmda-0.20.txt 06-Jun-2001 18:46 6k tmda-0.21.tgz 18-Jun-2001 18:32 51k tmda-0.21.txt 18-Jun-2001 18:31 2kTMDA was already at 0.21 8 days before filing for a patent..----- Original Message ----- From: ""Jason R. Mastaler"" To: ""Justin Mason"" Cc: ; Sent: Tuesday, August 27, 2002 11:34 AM Subject: [SAtalk] Re: patent on TMDA-like system jm@jmason.org (Justin Mason) writes:> Sounds a lot like TMDA to me. :( Filing date is July 26, 2001, > granted May 16, 2002. > > TMDAers, have you seen this before?No, but thanks for pointing it out.> I'd presume TMDA is prior art, but still, it could be troublesome...Yup. TMDA's core functionality was fully established before even the filing date.Anyone with experience in this area have a recommendation on whether this should be pursued or not? ------------------------------------------------------- This sf.net email is sponsored by: OSDN - Tired of that same old cell phone? Get a new here for FREE! https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390 _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net https://lists.sourceforge.net/lists/listinfo/spamassassin-talk",Safe Email,tmdanethistoryhtmlthe first release tmda april essentially rewrite tms python april earlier july prior artfrom httptmdanetreleasesold parent directory aug readmemdsum aug tmdatgz apr tmdatgz apr tmdatxt apr tmdatgz apr tmdatxt apr tmdatgz may tmdatxt may tmdatgz may tmdatxt may tmdatgz may tmdatxt may tmdatgz may tmdatxt may tmdatgz may tmdatxt may tmdatgz jun tmdatxt jun tmdatgz jun tmdatxt jun ktmda already days filing patent original message jason mastaler justin mason cc sent tuesday august subject satalk patent tmdalike system jmjmasonorg justin mason writes sounds lot like tmda filing date july granted may tmdaers seen beforeno thanks pointing id presume tmda prior art still could troublesomeyup tmdas core functionality fully established even filing dateanyone experience area recommendation whether pursued sfnet email sponsored osdn tired old cell phone get new free httpswwwinphoniccomrasprsourceforgerefcodevs spamassassintalk mailing list spamassassintalklistssourceforgenet httpslistssourceforgenetlistslistinfospamassassintalk
66,"Digital Publishing Tools - Free Software Alert!
Publish Like a Professional with Digital Publishing ToolsEasily Create Professional:
eBooks
eBrochures
eCatalogs
Resumes
Newsletters
Presentations
Magazines
Photo Albums
Invitations
Much, much more
Save MONEY! - Save TreesSave on Printing, Postage and Advertising CostsDIGITAL PUBLISHING TOOLS
DOWNLOAD NEW FREE Version NOW!
*Limited Time Offer
Choose from these
Display Styles:
3D Page Turn
Slide Show
Sweep/Wipe
Embed hyperlinks and Link to anywhere Online, such as your Website, Order Page or Contact Form.
Distribute via Floppy, CD-ROM, E-Mail or Online.Take your Marketing to the Next Level!For More Info, Samples or a FREE Download, click the appropriate link to the right! Â 
Server demand is extremely high for this limited time Free Software offer. Â 
Please try these links periodically if a site seems slow or unreachable.
WEBSITE 1
WEBSITE 2
WEBSITE 3If you wish to be removed from our mailing list, please cick the Unsubscribe button
 Â 
Copyright Â© 2002 - Affiliate ID #1269
*FREE Version is FULLY FUNCTIONAL with NO EXPIRATION and has a 4 page (2 page spread) limit.
",Phishing Email,digital publishing tools free software alert publish like professional digital publishing toolseasily create professional ebooks ebrochures ecatalogs resumes newsletters presentations magazines photo albums invitations much much save money save treessave printing postage advertising costsdigital publishing tools download new free version limited time offer choose display styles page turn slide show sweepwipe embed hyperlinks link anywhere online website order page contact form distribute via floppy cdrom email onlinetake marketing next levelfor info samples free download click appropriate link right server demand extremely high limited time free software offer please try links periodically site seems slow unreachable website website website wish removed mailing list please cick unsubscribe button copyright affiliate id free version fully functional expiration page page spread limit
67,"hi again are story people though ride ball . often your phrase thing thing , lot . or brought our my town know . since differ chair , been rock fit . so , could made , some . green bird hour over . boy for for . place want thought figure . before let his both . - - phone : 192 - 867 - 2238 mobile : 913 - 443 - 1405 email : malignantdecca @ netins . net",Phishing Email,hi story people though ride ball often phrase thing thing lot brought town know since differ chair rock fit could made green bird hour boy place want thought figure let phone mobile email malignantdecca netins net
68,""" workshop on ellipsis in conjunction "" workshop on ellipsis in conjunction berlin , oct . 2 - 3 , 1998 organizers project group "" focus syntax "" : niina zhang , kerstin schwabe , horst dieter gasde , andre meinunger zas jaegerstr . 10-11 10117 berlin germany tel : 49-30 - 20192-410 ; 49-30 - 20192-572 fax : 49-30 - 20192-402 ellipsis @ zas . gwz-berlin . de http / / www . zas . gwz-berlin . de program friday , october 2 , 1998 chair : kerstin schwabe 9 . 30 - 10 . 30 alan munn michigan state u coordination asymmetries and their implications for ellipsis 10 . 30 - 11 . 00 jose camacho rutgers u on the structure of conjunction 11 . 00 - 11 . 30 break chair : alan munn 11 . 30 - 12 . 30 john te velde oklahoma state u the structure of coordinate constructions : what 's symmetrical , what 's not and why ( not ) 12 . 30 - 13 . 00 philippe schlenker mit morphonological effects on ellipsis resolution 13 . 00 - 14 . 00 lunch chair : jason merchant 14 . 00 - 15 . 00 chris wilder zas berlin shared constituents and linearization 15 . 00 - 15 . 30 15 . 30 - 16 . 00 rikardo etxepare & kleanthes k . grohmann u of the basque country and u of maryland conjunction of nacs and the null modal hypothesis bernhard schwarz u of massachusetts on asymmetric coordinations in german 16 . 00 - 16 . 30 break chair : artemis alexiadou 16 . 30 - 17 . 30 david lightfoot u of maryland ellipsis as clitics 17 . 30 - 18 . 00 susanne winkler u tubingen intonational disambiguation of bound and referential pronouns in ellipsis : evidence for a direct connection between lf and pf 18 . 00 - 18 . 30 kerstin schwabe zas berlin coordinate ellipsis and information structure 19 . 30 dinner saturday , october 3 , 1998 chair : paul law 9 . 30 - 10 . 30 kyle johnson u of massachusetts gapping determiners 10 . 30 - 11 . 00 cedrick boeckx u of connecticut an additional note on pseudogapping 11 . 00 - 11 . 30 break chair : chris wilder 11 . 30 . - 12 . 30 danny fox mit a note on parallelism , focus and accommodation 12 . 30 - 13 . 00 satoshi oku u of connecticut definite and indefinite strict identity in vp - ellipsis 13 . 00 - 14 . 00 lunch chair andre meinunger 14 . 00 - 15 . 00 norbert corver & craig thiersch tilburg u paranthetical phrases as asymmetrical coordination 15 . 00 - 15 . 30 niina zhang zas berlin ellipsis of chinese modifiers 15 . 30 - 16 . 00 break chair susanne winkler 16 . 00 - 17 . 00 jason merchant uc santa cruz islands , sluicing , and form-identity 17 . 00 - 17 . 30 maribel romero u of massachusetts at amherst sluiced wh - phrases and islands 17 . 30 - 18 . 00 haihua pan city u of hong kong ( np ) ellipses in mandarin chinese",Safe Email,workshop ellipsis conjunction workshop ellipsis conjunction berlin oct organizers project group focus syntax niina zhang kerstin schwabe horst dieter gasde andre meinunger zas jaegerstr berlin germany tel fax ellipsis zas gwzberlin de http www zas gwzberlin de program friday october chair kerstin schwabe alan munn michigan state coordination asymmetries implications ellipsis jose camacho rutgers structure conjunction break chair alan munn john te velde oklahoma state structure coordinate constructions symmetrical philippe schlenker mit morphonological effects ellipsis resolution lunch chair jason merchant chris wilder zas berlin shared constituents linearization rikardo etxepare kleanthes grohmann basque country maryland conjunction nacs null modal hypothesis bernhard schwarz massachusetts asymmetric coordinations german break chair artemis alexiadou david lightfoot maryland ellipsis clitics susanne winkler tubingen intonational disambiguation bound referential pronouns ellipsis evidence direct connection lf pf kerstin schwabe zas berlin coordinate ellipsis information structure dinner saturday october chair paul law kyle johnson massachusetts gapping determiners cedrick boeckx connecticut additional note pseudogapping break chair chris wilder danny fox mit note parallelism focus accommodation satoshi oku connecticut definite indefinite strict identity vp ellipsis lunch chair andre meinunger norbert corver craig thiersch tilburg paranthetical phrases asymmetrical coordination niina zhang zas berlin ellipsis chinese modifiers break chair susanne winkler jason merchant uc santa cruz islands sluicing formidentity maribel romero massachusetts amherst sluiced wh phrases islands haihua pan city hong kong np ellipses mandarin chinese
69,re : hi . . . y - 0 - u - n - g s . e . x . y girls for you : ) exclusive h @ rd content : ) ) ) portal : use this link to : http : / / obill . biz / 460 / lg / welcome now : ) ) ),Phishing Email,hi girls exclusive rd content portal use link http obill biz lg welcome
70,"organization announcement given the growth in ees it has become apparent that it is time to consolidate the risk functions between ees and ews . this will provide ees with the systems , resources and risk expertise of the wholesale energy groups necessary for it to continue to grow and take advantage of current market opportunities . with this in mind and in agreement with the management of ees , two new risk groups inside enron americas will be formed to provide ees with pricing , structuring , retail and wholesale commodity risk management , logistics and back - office services . these groups main function is to provide these services to ees . we have asked rogers herndon , currently vice president - trading in the eastern power group to manage this function in the eastern interconnect ( this includes both gas and power ) . rogers will continue to report to kevin presto . we have asked don black , formerly vice president - ees risk management and sourcing , to manage this function in the western u . s . don will manage this group from houston and will report to tim belden . these groups will work very closely with ees to pursue shared goals while ensuring close coordination with the wholesale gas and power trading organizations . these changes are effective immediately . please congratulate rogers and don on their new roles . john lavorato & louise kitchen",Safe Email,organization announcement given growth ees become apparent time consolidate risk functions ees ews provide ees systems resources risk expertise wholesale energy groups necessary continue grow take advantage current market opportunities mind agreement management ees two new risk groups inside enron americas formed provide ees pricing structuring retail wholesale commodity risk management logistics back office services groups main function provide services ees asked rogers herndon currently vice president trading eastern power group manage function eastern interconnect includes gas power rogers continue report kevin presto asked black formerly vice president ees risk management sourcing manage function western manage group houston report tim belden groups work closely ees pursue shared goals ensuring close coordination wholesale gas power trading organizations changes effective immediately please congratulate rogers new roles john lavorato louise kitchen
71,"Looks and sounds a hell of a lot like Clare's cat, Violence...A tall tail or is it a prowling panther?
http://www.thisislocallondon.co.uk/news/weird/display.var.633939.Bizarre+London.0.html
Security cameras at the Gardiner house filmed the cat
The Plumstead panther has been spotted just yards from the scene of a 
sighting made three weeks ago but this time it was caught on camera.Steve Gardiner, 41, claims to have spotted the large cat in his garden in 
Upton Road, Plumstead, in the sixth reported sighting in Woolwich and Bexley 
in just four weeks.Mr Gardiner told News Shopper he watched the big cat as it walked alongside 
the house at about 7.15am, on Wednesday, September 25, while his security 
cameras captured it on film.The father-of-four described the black cat as about 3ft long and 
two-and-a-half-foot high, with a large body.He said: ""It prowled past the patio doors moving with all the mannerisms of 
a hunter.""It looked at me calmly before moving on.""The bricklayer told how his work colleagues let him know News Shopper had 
been following the big cat story so he decided to call our offices with news 
of the sighting.His wife, Karen, 41, later checked the tape which had captured grainy images 
of the large cat prowling through their garden.She said: ""I feel sorry for it not living in its natural habitat I'd hate 
for it to get hurt.""Mr Gardiner told how he is convinced of the cat's existence saying how their 
usually quiet 18-year-old dog barks at ""nothing"" in the garden but barked 
that morning.He warned: ""I don't think these cats are dangerous but, if cornered, they 
might jump you.""Sightings of the large black cat are being reported all over the Plumstead 
Common and Shooters Hill as well at the Bexley area.If you have seen the big cat, call News Shopper on 01689 885712.12:27 Tuesday 8th October 2002_________________________________________________________________
Send and receive Hotmail on your mobile device: http://mobile.msn.com
------------------------ Yahoo! Groups Sponsor ---------------------~-->
Sell a Home for Top $
http://us.click.yahoo.com/RrPZMC/jTmEAA/MVfIAA/7gSolB/TM
---------------------------------------------------------------------~->To unsubscribe from this group, send an email to:
forteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/ ",Safe Email,looks sounds hell lot like clares cat violencea tall tail prowling panther httpwwwthisislocallondoncouknewsweirddisplayvarbizarrelondonhtml security cameras gardiner house filmed cat plumstead panther spotted yards scene sighting made three weeks ago time caught camerasteve gardiner claims spotted large cat garden upton road plumstead sixth reported sighting woolwich bexley four weeksmr gardiner told news shopper watched big cat walked alongside house wednesday september security cameras captured filmthe fatheroffour described black cat ft long twoandahalffoot high large bodyhe said prowled past patio doors moving mannerisms hunterit looked calmly moving onthe bricklayer told work colleagues let know news shopper following big cat story decided call offices news sightinghis wife karen later checked tape captured grainy images large cat prowling gardenshe said feel sorry living natural habitat id hate get hurtmr gardiner told convinced cats existence saying usually quiet yearold dog barks nothing garden barked morninghe warned dont think cats dangerous cornered might jump yousightings large black cat reported plumstead common shooters hill well bexley areaif seen big cat call news shopper tuesday th october send receive hotmail mobile device httpmobilemsncom yahoo groups sponsor sell home top httpusclickyahoocomrrpzmcjtmeaamvfiaagsolbtm unsubscribe group send email forteanaunsubscribeegroupscom use yahoo groups subject httpdocsyahoocominfoterms
72,"fw : end of quarter funds flow targets so did deffner price this . - - - - - original message - - - - - from : schwieger , jim sent : wednesday , september 12 , 2001 1 : 48 pm to : kitchen , louise ; lavorato , john cc : martin , thomas a . subject : re : end of quarter funds flow targets louise arnold , john ; arora , harry ; baughman , edward d . ; belden , tim ; black , don ; breslau , craig ; calger , christopher f . ; collonges , remi ; colwell , wes ; davies , derek ; davis , mark dana ; dayao , anthony ; deffner , joseph ; devries , paul ; duran , w . david ; dutt , ranabir ; forster , david ; foster , chris h . ; gonzalez , orlando ; grigsby , mike ; haedicke , mark e . ; herndon , rogers ; josey , scott ; keel , allan ; kishkill , joe ; kitagawa , kyle ; kitchen , louise ; lagrasta , fred ; luce , laura ; martin , thomas a . ; mcdonald , michael ; mcmichael jr . , ed ; miller , don ( asset mktg ) ; milnthorp , rob ; mrha , jean ; neal , scott ; parquet , david ; presto , kevin m . ; redmond , brian ; shively , hunter s . ; sturm , fletcher j . ; swerzbin , mike ; thomas , jake ; thompson , john ; tricoli , carl ; tycholiz , barry ; vickers , frank w . ; whitt , mark ; wiggs , brett ; wolfe , greg ; zipper , andy ; zufferli , john cc : deffner , joseph ; lavorato , john subject : end of quarter funds flow targets as we approach the end of the quarter we are closely monitoring our funds flow targets for enron americas . we would like you to let us know if you are planning to enter into any transactions within your groups which will impact those targets , either positively or negatively . we would like information on all deals which impact significantly our funds flow targets prior to you entering into them . please note that this is not just structured transactions but even a storage transaction where we would be injecting would involve cash going out of enron . enron ' s cash liquidity position is very strong and there is not an issue of whether or not we enter into a transaction but we must ensure we correctly price any transactions and indeed send clear signals to the orginators and traders with regards to our funds flow targets . please let john or louise know if you have any transactions which may occur with funds flow implications . should you need any indications of pricing , please contact joe deffner . louise & john",Safe Email,fw end quarter funds flow targets deffner price original message schwieger jim sent wednesday september pm kitchen louise lavorato john cc martin thomas subject end quarter funds flow targets louise arnold john arora harry baughman edward belden tim black breslau craig calger christopher collonges remi colwell wes davies derek davis mark dana dayao anthony deffner joseph devries paul duran david dutt ranabir forster david foster chris gonzalez orlando grigsby mike haedicke mark herndon rogers josey scott keel allan kishkill joe kitagawa kyle kitchen louise lagrasta fred luce laura martin thomas mcdonald michael mcmichael jr ed miller asset mktg milnthorp rob mrha jean neal scott parquet david presto kevin redmond brian shively hunter sturm fletcher swerzbin mike thomas jake thompson john tricoli carl tycholiz barry vickers frank whitt mark wiggs brett wolfe greg zipper andy zufferli john cc deffner joseph lavorato john subject end quarter funds flow targets approach end quarter closely monitoring funds flow targets enron americas would like let us know planning enter transactions within groups impact targets either positively negatively would like information deals impact significantly funds flow targets prior entering please note structured transactions even storage transaction would injecting would involve cash going enron enron cash liquidity position strong issue whether enter transaction must ensure correctly price transactions indeed send clear signals orginators traders regards funds flow targets please let john louise know transactions may occur funds flow implications need indications pricing please contact joe deffner louise john
73,confirmations just talked to steve jackson at aep and it looks like they may want to use decaf to do intramonth confirmations . we will have to come up with a way to confirm just certain deals and not all deals . i will add to the meeting for next week . thanks bob,Safe Email,confirmations talked steve jackson aep looks like may want use decaf intramonth confirmations come way confirm certain deals deals add meeting next week thanks bob
74,"enrononline budgeting method as you each have heard over the past few days , enrononline is currently looking at a new methodology for charging the business units for services in 2002 . we intend to move away from an allocation mindset into one where services ( in the form of products , transactions , and development ) are charged on a usage basis , allowing the business units to scale and develop their markets in a more cost responsive way . my assistant will be contacting your offices to schedule 30 minutes with each of you on friday , oct 19 th to go over the proposed plan and discuss its impact on next year ' s budget . i am confident that this process will yield a method that accurately reflects the cost of enrononline and allows each of you to make sound financial decisions about your plans to use enrononline in 2002 . please don ' t hesitate to call me before friday with questions , and i look forward to meeting with you . brad richter",Safe Email,enrononline budgeting method heard past days enrononline currently looking new methodology charging business units services intend move away allocation mindset one services form products transactions development charged usage basis allowing business units scale develop markets cost responsive way assistant contacting offices schedule minutes friday oct th go proposed plan discuss impact next year budget confident process yield method accurately reflects cost enrononline allows make sound financial decisions plans use enrononline please hesitate call friday questions look forward meeting brad richter
